title,Month,year,Budget($M),length,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,label
Maniac,Jan,1980,0.35,85,5.2,732,,0,0,0,1,0,0,0,0
Hud,May,1963,2.5,112,7.9,2450,,1,0,0,1,0,0,0,0
Judgment at Nuremberg,Jan,1961,3.0,186,8.2,3336,,0,0,0,1,0,0,0,0
55 Days at Peking,Jan,1963,17.0,150,6.6,700,,0,0,0,1,0,0,0,0
The Deep End,Aug,2001,3.0,101,6.8,3524,R,0,0,0,1,0,0,0,0
Brazil,Dec,1985,15.0,94,8.0,30735,,0,0,1,0,0,0,0,0
3 Strikes,Mar,2000,4.0,82,3.7,305,,0,0,1,0,0,0,0,0
Dudley Do-Right,Aug,1999,22.0,77,3.6,1790,PG,0,0,1,0,0,0,0,0
Jade,Oct,1995,50.0,107,4.8,2380,R,1,0,0,1,0,0,0,0
Somewhere in Time,Oct,1980,5.1,103,6.8,3837,,0,0,0,1,0,1,0,0
Conquest of the Planet of the Apes,Jan,1972,1.7,88,5.5,2255,,1,0,0,0,0,0,0,0
Me and You and Everyone We Know,Jun,2005,2.0,90,5.7,103,R,0,0,0,1,0,0,0,0
On the Waterfront,Jul,1954,0.91,108,8.4,12803,,0,0,0,1,0,1,0,0
The Dark Half,Apr,1993,15.0,122,5.5,1757,,0,0,0,0,0,0,0,0
Thirteen,Aug,2003,2.0,100,7.1,8652,R,0,0,0,1,0,0,0,0
The Station Agent,Oct,2003,0.5,88,8.1,7112,R,0,0,0,1,0,0,0,0
Veronica Guerin,Oct,2003,17.0,92,6.8,2688,R,0,0,0,1,0,0,0,0
Secretary,Sep,2002,4.0,104,7.2,9481,R,0,0,1,1,0,1,0,0
Sleepover,Jul,2004,10.0,89,4.1,733,PG,0,0,1,0,0,0,0,0
Lolita,Jan,1962,2.0,152,7.6,9150,,0,0,1,1,0,1,0,0
Return of the Living Dead Part II,Jan,1988,6.2,86,4.8,1275,,0,0,1,0,0,0,0,0
Boom Town,Jan,1940,2.0,119,7.0,312,,0,0,0,1,0,1,0,0
What's Eating Gilbert Grape,Dec,1993,11.0,118,7.6,16345,,0,0,1,1,0,0,0,0
The Valley of Decision,Jan,1945,2.16,119,7.4,200,,0,0,0,1,0,0,0,0
The Love Letter,May,1999,15.0,88,5.2,1258,PG-13,0,0,1,1,0,0,0,0
Trippin',May,1999,3.0,94,4.3,291,R,0,0,1,0,0,0,0,0
Love Me Tender,Jan,1956,1.0,89,5.6,442,,0,0,0,0,0,0,0,0
Beyond the Valley of the Dolls,Jan,1970,1.0,111,5.4,1575,,0,0,1,1,0,0,0,0
Brainstorm,Sep,1983,15.0,106,6.2,1956,,0,0,0,0,0,0,0,0
"Mystery, Alaska",Oct,1999,28.0,119,6.4,5440,R,0,0,1,1,0,0,0,0
The Inkwell,Apr,1994,8.0,110,5.2,229,,0,0,1,1,0,1,0,0
Body Double,Oct,1984,10.0,114,6.3,3543,,0,0,0,1,0,0,0,0
Battle for the Planet of the Apes,Jan,1973,1.8,96,4.9,2335,,1,0,0,1,0,0,0,0
Suspect Zero,Aug,2004,27.0,99,5.7,1310,R,0,0,0,1,0,0,0,0
American Splendor,Aug,2003,2.0,101,7.8,8530,R,0,0,1,1,0,0,0,0
Big Trouble,Apr,2002,45.0,85,6.4,4088,PG-13,0,0,1,0,0,0,0,0
Pushing Tin,Apr,1999,33.0,119,5.9,7528,R,0,0,1,1,0,0,0,0
Meteor,Oct,1979,16.0,107,4.5,1116,,0,0,0,1,0,0,0,0
Bones,Oct,2001,10.0,96,4.2,1418,R,0,0,0,0,0,0,0,0
The Importance of Being Earnest,May,2002,15.0,97,6.8,3598,PG,0,0,1,1,0,1,0,0
Death to Smoochy,Mar,2002,50.0,109,6.3,8003,R,0,0,1,0,0,0,0,0
The Last Temptation of Christ,Aug,1988,7.0,164,7.5,8074,,0,0,0,1,0,0,0,0
Beyond the Sea,Dec,2004,24.0,118,6.7,1051,PG-13,0,0,0,1,0,0,0,0
Shadow of the Vampire,Dec,2000,8.0,87,6.8,8366,,0,0,1,1,0,0,0,0
The Misfits,Jan,1961,4.0,120,7.3,1905,,0,0,0,1,0,1,0,0
Alone in the Dark,Jan,2005,20.0,96,2.1,2880,R,1,0,0,0,0,0,0,0
A Simple Wish,Jul,1997,28.0,89,5.0,423,PG,0,0,1,0,0,0,0,0
Firestorm,Jan,1998,19.0,89,4.4,987,R,1,0,0,0,0,0,0,0
Woo,May,1998,13.0,84,3.5,407,R,0,0,1,0,0,1,0,0
The Texas Chainsaw Massacre 2,Aug,1986,4.7,111,4.6,2107,,0,0,0,0,0,0,0,0
Cat People,Nov,1942,0.134,73,7.4,1239,,0,0,0,0,0,1,0,0
"20,000 Leagues Under the Sea",Dec,1916,0.2,105,6.2,135,,1,0,0,0,0,0,0,0
High Noon,Jan,1952,0.73,85,8.3,12465,,0,0,0,0,0,0,0,0
A Streetcar Named Desire,Sep,1951,1.8,125,8.1,9623,,0,0,0,1,0,0,0,0
The Man Who Shot Liberty Valance,Jan,1962,3.2,123,8.2,7281,,0,0,0,0,0,0,0,0
Terror Train,Jan,1980,3.5,97,5.2,567,,0,0,0,0,0,0,0,0
Annie Get Your Gun,May,1950,3.768785,107,7.2,529,,0,0,1,0,0,1,0,0
Robin and Marian,Mar,1976,5.0,106,6.6,1703,,0,0,0,1,0,1,0,0
Sweet Charity,Jan,1969,20.0,154,6.8,640,,0,0,1,1,0,1,0,0
Impostor,Jan,2002,40.0,102,5.8,3292,R,1,0,0,1,0,0,0,0
The Sweet Hereafter,Oct,1997,5.0,112,7.9,9433,R,0,0,0,1,0,0,0,0
Dazed and Confused,Sep,1993,6.9,103,7.3,13926,,0,0,1,1,0,0,0,0
The Alamo,Oct,1960,12.0,192,6.6,2083,,1,0,0,1,0,0,0,0
Teen Wolf Too,Nov,1987,3.0,95,2.7,2209,,0,0,1,0,0,0,0,0
Serial Mom,Apr,1994,13.0,95,6.3,4750,R,0,0,1,0,0,0,0,0
Outside Providence,Sep,1999,7.0,96,6.1,2735,R,0,0,1,1,0,1,0,0
Sands of Iwo Jima,Jan,1949,1.0,109,7.0,1353,,1,0,0,1,0,1,0,0
Gentleman's Agreement,Jan,1947,2.0,118,7.4,1173,,0,0,0,1,0,1,0,0
Real Women Have Curves,Oct,2002,3.0,87,7.0,1944,PG-13,0,0,1,1,0,0,0,0
Smoke Signals,Jun,1998,2.0,88,7.2,2665,PG-13,0,0,1,1,0,0,0,0
The Hustler,Sep,1961,2.0,134,8.2,8220,,0,0,0,1,0,0,0,0
Club Dread,Feb,2004,8.5,119,5.2,3432,R,0,0,1,0,0,0,0,0
The Jerky Boys,Feb,1995,4.0,82,3.4,641,,0,0,1,0,0,0,0,0
Donnie Darko,Oct,2001,4.5,133,8.3,51961,R,0,0,0,1,0,0,0,0
Requiem for a Dream,Oct,2000,4.5,102,8.4,47845,R,0,0,0,1,0,0,0,0
Witchboard,Dec,1986,2.0,98,5.0,543,,0,0,0,0,0,0,0,0
Phantasm II,Jul,1988,3.0,97,5.4,1005,,0,0,0,0,0,0,0,0
Singin' in the Rain,Apr,1952,2.54,103,8.5,20585,,0,0,1,0,0,1,0,0
Troop Beverly Hills,Mar,1989,18.0,105,4.4,1332,,0,0,1,0,0,0,0,0
She's Gotta Have It,Aug,1986,0.175,88,6.3,1034,,0,0,1,0,0,1,0,0
Hamlet,Dec,1996,18.0,242,7.7,10065,,0,0,0,1,0,1,0,0
Gigli,Aug,2003,54.0,121,2.3,11285,R,0,0,1,0,0,1,0,0
Gigli,Aug,2003,54.0,121,2.3,11285,R,0,0,1,0,0,1,0,0
Force 10 from Navarone,Dec,1978,5.0,118,5.9,2275,,1,0,0,0,0,0,0,0
The Adventures of Pluto Nash,Aug,2002,100.0,95,3.9,2543,PG-13,1,0,1,0,0,0,0,0
Harley Davidson and the Marlboro Man,Aug,1991,23.0,98,4.8,2215,,1,0,0,1,0,0,0,0
Veer-Zaara,Nov,2004,7.0,192,7.2,446,,0,0,0,1,0,1,0,0
Eraserhead,Jan,1977,0.1,89,7.1,7207,,0,0,0,1,0,0,0,0
Bound,Oct,1996,4.5,109,7.5,11911,R,0,0,0,0,0,1,0,0
The Trouble with Harry,Oct,1955,1.2,99,7.3,3674,,0,0,1,0,0,0,0,0
Strangers on a Train,Jul,1951,1.2,103,8.3,10624,PG,0,0,0,1,0,0,0,0
Spellbound,Oct,1945,1.5,111,7.6,5108,,0,0,0,1,0,1,0,0
The Prisoner of Zenda,May,1979,12.5,108,4.3,172,,0,0,1,0,0,0,0,0
Raise the Titanic,Aug,1980,40.0,115,4.4,612,,1,0,0,1,0,0,0,0
Screwed,May,2000,12.0,78,4.8,1592,PG-13,0,0,1,0,0,0,0,0
Class of 1984,Aug,1982,3.25,98,5.5,662,,1,0,0,1,0,0,0,0
Trapped,Sep,2002,30.0,106,6.0,3718,R,0,0,0,0,0,0,0,0
Red Sonja,Jun,1985,17.9,89,4.3,3947,,1,0,0,0,0,0,0,0
Willard,Mar,2003,20.0,100,6.2,2913,PG-13,0,0,1,1,0,0,0,0
Woman Thou Art Loosed,Oct,2004,3.0,94,6.3,180,R,0,0,0,1,0,0,0,0
200 Cigarettes,Feb,1999,6.0,101,5.4,4514,R,0,0,1,1,0,0,0,0
Moonlight Mile,Sep,2002,21.0,117,6.9,3479,PG-13,0,0,0,1,0,1,0,0
The Forsaken,Apr,2001,5.0,90,5.1,1928,R,0,0,0,0,0,0,0,0
Nine 1/2 Weeks,Feb,1986,18.0,102,5.3,5459,,0,0,0,1,0,1,0,0
American History X,Oct,1998,10.0,119,8.4,59677,R,0,0,0,1,0,0,0,0
Roger & Me,Dec,1989,0.14,91,7.7,7674,,0,0,1,0,1,0,0,0
The Big Bounce,Jan,2004,50.0,88,4.7,2505,PG-13,0,0,1,0,0,0,0,0
Swingers,Oct,1996,0.2,96,7.6,15827,R,0,0,1,1,0,0,0,0
Duets,Sep,2000,16.0,112,5.8,2414,R,0,0,1,1,0,0,0,0
Donovan's Reef,Jan,1963,2.6860000000000004,109,6.5,1062,,1,0,1,0,0,1,0,0
Switchback,Oct,1997,38.0,118,6.1,2195,R,1,0,0,0,0,0,0,0
Gods and Monsters,Nov,1998,3.5,105,7.6,9020,R,0,0,0,1,0,0,0,0
Warriors of Virtue,May,1997,35.0,101,3.6,389,PG,1,0,0,0,0,0,0,0
Against the Ropes,Feb,2004,39.0,111,5.2,1058,PG-13,0,0,0,1,0,0,0,0
My Own Private Idaho,Sep,1991,2.5,102,6.7,5619,,0,0,0,1,0,0,0,0
Pirates,Jul,1986,40.0,124,5.5,973,,0,0,1,0,0,0,0,0
What Planet Are You From?,Mar,2000,50.0,104,5.6,2574,R,0,0,1,0,0,0,0,0
Dick,Aug,1999,13.0,94,6.3,5004,PG-13,0,0,1,0,0,0,0,0
Deuces Wild,May,2002,10.0,100,5.3,1511,R,1,0,0,1,0,0,0,0
Celebrity,Nov,1998,12.0,113,6.1,4820,R,0,0,1,0,0,0,0,0
The Straight Story,Oct,1999,10.0,112,8.1,14679,,0,0,0,1,0,0,0,0
UHF,Jul,1989,5.0,97,6.6,6384,,0,0,1,0,0,0,0,0
The Mighty,Oct,1998,0.1,100,7.1,2577,PG-13,1,0,1,1,0,0,0,0
The Border,Jan,1982,13.5,109,6.0,654,,0,0,0,1,0,0,0,0
The Limey,Oct,1999,10.0,89,7.2,7732,R,0,0,0,1,0,0,0,0
Foolish,Apr,1999,1.6,97,3.0,133,R,0,0,1,1,0,0,0,0
Rebecca,Jan,1940,1.288,130,8.3,11403,,0,0,0,1,0,1,0,0
Topaz,Dec,1969,4.0,143,6.1,1918,,0,0,0,1,0,0,0,0
Heartbeeps,Dec,1981,10.0,79,4.2,234,,0,0,1,0,0,0,0,0
Dragonslayer,Jun,1981,18.0,109,6.4,1965,,1,0,0,0,0,0,0,0
Slackers,Feb,2002,11.0,86,4.7,2755,R,0,0,1,0,0,0,0,0
Evil Dead II,Mar,1987,3.5,85,7.6,15743,,1,0,1,0,0,0,0,0
Light It Up,Nov,1999,13.0,99,5.7,856,R,0,0,0,1,0,0,0,0
Night of the Living Dead,Oct,1990,4.2,88,6.1,2562,,0,0,0,0,0,0,0,0
Ed Wood,Sep,1994,18.0,127,8.0,22612,R,0,0,1,1,0,0,0,0
Detroit Rock City,Aug,1999,16.0,95,6.0,4607,R,0,0,1,0,0,0,0,0
Sheena,Aug,1984,25.0,117,4.0,618,,1,0,0,1,0,0,0,0
Happiness,Oct,1998,3.0,134,7.7,11737,,0,0,1,1,0,0,0,0
Gallipoli,Aug,1981,3.0,110,7.6,6278,,0,0,0,1,0,0,0,0
Get on the Bus,Oct,1996,2.4,120,6.6,1142,R,0,0,0,1,0,0,0,0
Kundun,Dec,1997,28.0,128,7.1,4306,PG-13,0,0,0,1,0,0,0,0
Before Sunrise,Jan,1995,2.5,105,7.8,9618,,0,0,0,1,0,1,0,0
Megaforce,Jun,1982,18.0,99,2.7,562,,1,0,0,0,0,0,0,0
The Pallbearer,May,1996,8.0,98,4.8,2093,PG-13,0,0,1,1,0,0,0,0
Once Upon a Time in America,Jun,1984,30.0,227,8.2,19292,R,0,0,0,1,0,0,0,0
Say It Isn't So,Mar,2001,25.0,93,4.6,3144,R,0,0,1,0,0,1,0,0
Slums of Beverly Hills,Aug,1998,5.0,92,6.4,2914,R,0,0,1,1,0,0,0,0
Made,Jul,2001,5.0,94,6.5,4487,R,0,0,1,1,0,0,0,0
Heavenly Creatures,Nov,1994,5.0,108,7.7,11453,R,0,0,0,1,0,1,0,0
Split Second,May,1992,7.0,90,5.3,1120,,1,0,0,0,0,0,0,0
Monkeybone,Feb,2001,75.0,92,4.7,3112,PG-13,0,1,1,0,0,0,0,0
She Wore a Yellow Ribbon,Jan,1949,1.6,103,7.5,2242,,0,0,0,0,0,1,0,0
A Guy Named Joe,Dec,1943,2.627,120,6.9,264,,0,0,0,1,0,1,0,0
Equilibrium,Dec,2002,20.0,107,7.6,17579,R,1,0,0,0,0,0,0,0
San Francisco,Jun,1936,1.3,115,7.5,676,,0,0,0,1,0,1,0,0
Love Letters,Apr,1984,0.55,98,6.1,158,,0,0,0,0,0,0,0,0
Hollywood Shuffle,Mar,1987,0.1,78,6.7,614,,0,0,1,0,0,0,0,0
The In Crowd,Jul,2000,15.0,104,4.0,1342,PG-13,0,0,0,1,0,0,0,0
The House of Mirth,Dec,2000,10.0,140,6.9,2167,PG,0,0,0,1,0,1,0,0
The Hotel New Hampshire,Mar,1984,7.5,109,5.8,2065,,0,0,1,1,0,0,0,0
Exotica,Sep,1994,1.5,103,7.2,4494,R,0,0,0,1,0,0,0,0
Monty Python and the Holy Grail,May,1975,0.4,91,8.4,60565,,0,0,1,0,0,0,0,0
Bubble Boy,Aug,2001,13.0,84,5.1,2904,PG-13,0,0,1,1,0,1,0,0
Pocketful of Miracles,Jan,1961,2.9,136,7.1,760,,0,0,1,1,0,0,0,0
The Ballad of Cable Hogue,May,1970,3.716946,121,7.2,712,,0,0,1,0,0,0,0,0
Darling Lili,Jan,1970,22.0,107,5.9,287,,0,0,0,0,0,0,0,0
Invaders from Mars,Jun,1986,12.0,99,4.6,675,,0,0,0,0,0,0,0,0
Gloria,Jan,1999,30.0,108,4.9,1144,R,0,0,0,1,0,0,0,0
Jakob the Liar,Sep,1999,15.0,120,5.9,2544,PG-13,0,0,1,1,0,0,0,0
From Justin to Kelly,Jun,2003,12.0,90,1.7,6517,PG,0,0,1,0,0,1,0,0
Girl 6,Mar,1996,12.0,108,5.0,1453,R,0,0,1,1,0,0,0,0
Galaxina,Jun,1980,5.5,95,3.0,312,,0,0,1,0,0,0,0,0
Igby Goes Down,Sep,2002,9.0,99,7.1,7958,R,0,0,1,1,0,0,0,0
The Fall of the Roman Empire,Jan,1964,19.0,184,6.4,996,,0,0,0,1,0,0,0,0
A Walk on the Moon,Mar,1999,14.0,105,6.6,1815,R,0,0,0,1,0,1,0,0
The Other Side of Heaven,Dec,2001,7.0,113,6.5,683,PG,0,0,0,1,0,0,0,0
C.H.U.D.,Aug,1984,1.25,96,4.3,834,,0,0,0,0,0,0,0,0
On the Line,Oct,2001,10.0,85,4.1,1013,PG,0,0,1,0,0,1,0,0
Pi,Jul,1998,0.068,84,7.5,19431,R,0,0,0,0,0,0,0,0
Radio Flyer,Feb,1992,35.0,114,6.4,2447,,0,0,0,1,0,0,0,0
Welcome to Collinwood,Oct,2002,12.0,86,6.1,2831,R,0,0,1,0,0,0,0,0
Mumford,Sep,1999,28.7,112,6.9,3384,R,0,0,1,1,0,0,0,0
Bound by Honor,Apr,1993,35.0,190,7.4,2499,,1,0,0,1,0,0,0,0
Flawless,Nov,1999,27.0,112,6.1,3287,R,0,0,1,1,0,0,0,0
The Conversation,Apr,1974,1.6,113,8.1,10260,,0,0,0,1,0,0,0,0
McHale's Navy,Apr,1997,42.0,108,3.7,1758,PG,0,0,1,0,0,0,0,0
Simply Irresistible,Feb,1999,6.0,94,4.7,3083,PG-13,0,0,1,0,0,1,0,0
The Broadway Melody,Feb,1929,0.379,101,6.0,378,,0,0,0,0,0,0,0,0
Bogus,Sep,1996,32.0,110,5.0,1007,PG,0,0,1,1,0,0,0,0
Meet the Deedles,Mar,1998,24.0,93,3.4,443,PG,0,0,1,0,0,0,0,0
PCU,Apr,1994,9.0,79,5.9,2963,,0,0,1,0,0,0,0,0
Velvet Goldmine,Nov,1998,9.0,124,6.6,5041,R,0,0,0,1,0,0,0,0
Four Rooms,Dec,1995,4.0,98,6.0,10675,R,0,0,1,1,0,0,0,0
Soul Survivors,Sep,2001,14.0,84,3.6,2305,R,0,0,0,0,0,0,0,0
Glitter,Sep,2001,8.5,104,2.1,5209,PG-13,0,0,0,1,0,1,0,0
Men with Brooms,Mar,2002,7.5,102,5.9,1096,R,0,0,1,1,0,1,0,0
The Gospel of John,Sep,2003,11.0,180,7.1,366,PG-13,0,0,0,1,0,0,0,0
Richard III,Dec,1995,9.2,104,7.5,3388,R,0,0,0,1,0,0,0,0
Whipped,Sep,2000,3.0,82,4.4,1562,R,0,0,1,0,0,1,0,0
Restoration,Dec,1995,18.0,117,6.6,1874,R,0,0,0,1,0,0,0,0
Tank Girl,Mar,1995,25.0,104,4.6,4400,R,1,0,1,0,0,0,0,0
King's Ransom,Apr,2005,25.0,95,2.0,217,PG-13,0,0,1,0,0,0,0,0
Idle Hands,Apr,1999,15.0,92,5.4,5892,R,0,0,1,0,0,0,0,0
8 Heads in a Duffel Bag,Apr,1997,3.0,94,4.8,2076,R,0,0,1,0,0,0,0,0
American Ninja 2: The Confrontation,Jan,1987,0.35,90,3.7,641,,1,0,0,1,0,0,0,0
Alexander's Ragtime Band,Jan,1938,2.0,106,7.5,204,,0,0,0,1,0,0,0,0
Willy Wonka & the Chocolate Factory,Jun,1971,3.0,100,7.6,16487,,0,0,1,0,0,0,0,0
Warlock: The Armageddon,Sep,1993,3.0,98,4.6,692,,0,0,0,0,0,0,0,0
The Real Cancun,Apr,2003,4.0,96,2.8,1504,R,0,0,0,0,1,0,0,0
Hedwig and the Angry Inch,Jul,2001,6.0,93,7.7,6072,R,0,0,1,1,0,1,0,0
Jekyll and Hyde... Together Again,Aug,1982,5.0,87,5.3,173,,0,0,1,0,0,0,0,0
Days of Heaven,Sep,1978,3.0,95,7.8,3216,,0,0,0,1,0,0,0,0
Cats Don't Dance,Mar,1997,32.0,75,6.4,366,,0,1,1,0,0,0,0,0
American Anthem,Jun,1986,7.0,102,3.7,255,,0,0,0,1,0,0,0,0
Pieces of April,Oct,2003,0.3,80,7.3,4604,PG-13,0,0,1,1,0,0,0,0
Bathing Beauty,Jan,1944,2.3609999999999998,101,6.1,143,,0,0,1,0,0,0,0,0
State Fair,Mar,1962,4.5,118,5.5,175,,0,0,0,0,0,0,0,0
Heaven's Gate,Nov,1980,44.0,219,6.2,1439,,0,0,0,1,0,0,0,0
Talk Radio,Dec,1988,4.0,110,6.9,2080,,0,0,0,1,0,0,0,0
Next Stop Wonderland,Aug,1998,1.0,104,6.7,1467,R,0,0,1,1,0,1,0,0
Shattered Glass,Oct,2003,6.0,95,7.5,4108,PG-13,0,0,0,1,0,0,0,0
Full Frontal,Aug,2002,2.0,101,5.0,3056,R,0,0,1,1,0,1,0,0
The Company,Dec,2003,15.0,112,6.2,1505,PG-13,0,0,0,1,0,0,0,0
The Work and the Glory,Nov,2004,7.5,118,6.3,180,PG,0,0,0,1,0,1,0,0
Pootie Tang,Jun,2001,3.5,70,4.1,1921,PG-13,1,0,1,0,0,0,0,0
Riding Giants,Jul,2004,2.6,105,7.7,511,PG-13,0,0,0,0,1,0,0,0
Sunshine State,Jun,2002,5.6,141,7.0,1481,PG-13,0,0,0,1,0,0,0,0
Only the Strong,Aug,1993,6.0,99,5.5,492,,1,0,0,0,0,0,0,0
Tadpole,Jul,2002,0.15,78,6.3,1769,PG-13,0,0,1,1,0,1,0,0
Top Hat,Sep,1935,0.609,101,7.8,2240,,0,0,1,0,0,1,0,0
Maurice,Jan,1987,2.6,140,7.3,2226,,0,0,0,1,0,1,0,0
Beautiful,Sep,2000,9.0,112,5.3,991,PG-13,0,0,1,1,0,0,0,0
The Last House on the Left,Aug,1972,0.087,85,5.5,2522,,0,0,0,0,0,0,0,0
Jawbreaker,Feb,1999,3.0,96,4.6,4016,R,0,0,1,0,0,0,0,0
Malone,May,1987,10.0,92,5.0,283,,1,0,0,0,0,0,0,0
Basquiat,Aug,1996,3.0,108,6.6,3126,R,0,0,0,1,0,0,0,0
The Pirate,Jan,1948,3.7,102,7.1,529,,0,0,1,0,0,0,0,0
Isn't She Great,Jan,2000,36.0,95,4.8,688,R,0,0,1,1,0,1,0,0
Metropolitan,Aug,1990,0.43,98,7.1,1379,,0,0,1,1,0,0,0,0
Cradle Will Rock,Dec,1999,32.0,132,6.7,3375,R,0,0,0,1,0,0,0,0
"Happy, Texas",Oct,1999,1.7,98,6.4,3453,PG-13,0,0,1,0,0,0,0,0
In the Company of Men,Aug,1997,0.025,97,7.3,3618,R,0,0,1,0,0,0,0,0
Othello,Dec,1995,11.0,123,6.8,1852,R,0,0,0,1,0,0,0,0
eXistenZ,Apr,1999,20.7,97,6.7,14742,R,0,0,0,1,0,0,0,0
Reservoir Dogs,Oct,1992,1.2,99,8.3,69240,R,0,0,0,0,0,0,0,0
The Perez Family,May,1995,11.0,113,6.0,517,R,0,0,1,1,0,1,0,0
Love Stinks,Sep,1999,4.0,94,5.3,1311,R,0,0,1,0,0,0,0,0
Auto Focus,Oct,2002,7.0,105,6.7,3276,R,0,0,0,1,0,0,0,0
No Man's Land,Dec,2001,1.0,98,7.9,7184,R,0,0,1,1,0,0,0,0
God's Army,Mar,2000,0.3,108,6.4,354,PG,0,0,0,1,0,0,0,0
Shalako,Jan,1968,1.455,113,5.2,287,,0,0,0,0,0,0,0,0
Limbo,Jun,1999,8.3,126,7.1,2063,R,0,0,0,1,0,0,0,0
Novocaine,Nov,2001,6.0,95,5.9,2829,R,0,0,1,1,0,0,0,0
It Happened One Night,Jan,1934,0.325,105,8.3,7924,,0,0,1,0,0,1,0,0
Niagara,Jan,1953,1.25,92,7.0,1459,,0,0,0,0,0,0,0,0
Unforgettable,Feb,1996,18.0,117,5.7,940,R,0,0,0,0,0,0,0,0
The Incredibly True Adventure of Two Girls in Love,Jun,1995,0.25,94,6.5,795,R,0,0,1,1,0,1,0,0
Jefferson in Paris,Mar,1995,14.0,139,5.6,665,PG-13,0,0,0,1,0,0,0,0
Buffalo '66,Jun,1998,1.5,110,7.2,6652,R,0,0,1,1,0,0,0,0
Bamboozled,Oct,2000,10.0,135,6.3,2356,R,0,0,1,1,0,0,0,0
Gabriela,Mar,2001,0.05,93,7.4,861,R,0,0,0,0,0,1,0,0
Shanghai Surprise,Aug,1986,17.0,97,2.8,836,,0,0,0,1,0,1,0,0
Repo Man,Mar,1984,1.5,92,6.8,4954,,1,0,1,0,0,0,0,0
The Yards,Oct,2000,20.0,115,6.3,3386,R,0,0,0,1,0,0,0,0
42nd Street,Mar,1933,0.439,89,7.5,1247,,0,0,0,1,0,1,0,0
Showdown in Little Tokyo,Jan,1991,8.0,79,5.1,1462,,1,0,1,1,0,0,0,0
Clay Pigeons,Sep,1998,8.0,104,6.4,2658,R,0,0,1,1,0,0,0,0
Smilla's Sense of Snow,Feb,1997,35.0,120,6.3,3722,R,1,0,0,1,0,0,0,0
The Molly Maguires,Jan,1970,11.0,124,6.6,455,PG,0,0,0,1,0,0,0,0
A Dog of Flanders,Aug,1999,7.0,100,6.0,179,PG,0,0,0,1,0,0,0,0
Shadow Conspiracy,Jan,1997,45.0,103,4.5,1078,R,1,0,0,0,0,0,0,0
Videodrome,Feb,1983,5.952000000000001,89,7.0,4877,,0,0,0,0,0,0,0,0
The Nutcracker,Nov,1993,19.0,92,5.0,177,,0,0,0,0,0,0,0,0
Roar,Jan,1981,17.0,102,5.3,72,,0,0,0,0,0,0,0,0
Mallrats,Oct,1995,6.1,94,7.1,22837,R,0,0,1,1,0,0,0,0
Faithful,Apr,1996,13.0,91,5.6,414,R,0,0,1,0,0,0,0,0
The Pursuit of D.B. Cooper,Nov,1981,12.0,105,5.6,193,,0,0,0,0,0,0,0,0
Zero Effect,Jan,1998,5.0,116,7.0,4820,R,0,0,1,0,0,0,0,0
Ravenous,Mar,1999,12.0,108,6.7,5915,R,0,0,1,1,0,0,0,0
Beyond the Mat,Oct,1999,0.5,108,7.3,2243,R,0,0,0,0,1,0,0,0
The Broken Hearts Club: A Romantic Comedy,Sep,2000,1.0,94,6.8,1712,,0,0,1,1,0,0,0,0
She Done Him Wrong,Feb,1933,0.2,66,6.8,512,,0,0,1,0,0,0,0,0
The Wrong Man,Dec,1956,1.2,105,7.3,1842,,0,0,0,1,0,0,0,0
Wilson,Aug,1944,5.2,154,6.8,158,,0,0,0,1,0,0,0,0
Return to the Blue Lagoon,Jan,1991,11.0,98,4.1,1237,,0,0,0,0,0,1,0,0
Can't Stop the Music,Jun,1980,20.0,118,3.4,512,,0,0,1,0,0,0,0,0
Playing for Keeps,Oct,1986,35.0,102,3.5,105,,0,0,1,0,0,0,0,0
Felicia's Journey,Nov,1999,15.0,116,7.0,2519,PG-13,0,0,0,1,0,0,0,0
Crazy in Alabama,Oct,1999,15.0,111,6.1,2086,PG-13,0,0,1,1,0,0,0,0
The Clan of the Cave Bear,Jan,1986,15.0,98,5.0,1073,,0,0,0,1,0,1,0,0
Thumbsucker,Sep,2005,4.0,95,4.5,129,,0,0,1,1,0,0,0,0
Tumbleweeds,Nov,1999,0.312,102,6.9,1146,PG-13,0,0,1,1,0,0,0,0
The Dangerous Lives of Altar Boys,Jun,2002,12.0,105,7.2,3274,R,0,0,0,1,0,0,0,0
Lady in White,Apr,1988,4.7,112,6.7,656,,0,0,0,0,0,0,0,0
Ararat,Nov,2002,15.5,115,7.1,3594,R,0,0,0,1,0,0,0,0
Steel,Aug,1997,16.0,97,2.6,1607,PG-13,1,0,0,0,0,0,0,0
Subway,Nov,1985,2.0,102,6.2,2520,,0,0,0,1,0,1,0,0
"The Book of Mormon Movie, Volume 1: The Journey",Sep,2003,2.0,120,3.4,142,PG-13,0,0,0,0,0,0,0,0
Festen,Oct,1998,1.3,105,8.2,11983,R,0,0,0,1,0,0,0,0
Marci X,Aug,2003,20.0,80,2.8,741,R,0,0,1,0,0,0,0,0
Gun Shy,Feb,2000,10.0,101,5.4,1701,R,0,0,1,0,0,1,0,0
Session 9,Aug,2001,1.5,97,6.6,3718,R,0,0,0,1,0,0,0,0
Walking and Talking,Jul,1996,1.0,86,6.6,888,R,0,0,1,1,0,1,0,0
Oscar and Lucinda,Dec,1997,12.5,132,6.7,1784,R,0,0,0,1,0,1,0,0
